"Name","X","Y"
"Cossomo the Conjurer",48.595192,1823.9685
"S'vrone",115.83505,1992.5275
"Meralyn",232.177,152.2245
"Blushing Bethany",-215.28009,201.05806
"Assadora of Ibben",-70.92545,449.5646
"Bellonara Otherys",1281.31,1530.585
"Narbo",268.8676,1812.35
"Joss the Gloom",1286.2059,1228.9628
"Quence",1584.5022,1119.5532
"Allaquo",1642.6493,980.9985
"Sloey",1605.4276,1049.215
"Myrmello",1065.6812,809.22266
"Ezzelyno",789.19147,-580.1887
"Eustace (Braavos)",785.87897,-513.5636
"Kojja Mo",-740.5199,-1076.5231
"Rhaelle Targaryen",-422.95047,-1083.6832
"Ellendor",-77.67697,-1602.0992
"Merion",1165.7039,-958.5505
"Willow Heddle",984.9715,988.40106
"Jeyne Heddle",671.5261,1043.698
"Wat (orphan)",1109.961,1005.0797
"Will (orphan)",1205.0809,945.1801
"Tansy (orphan)",1142.3759,946.5459
"Pate (orphan)",1180.6497,1009.0924
"Jon Penny",1135.1383,1059.7201
"Ben",1162.6023,887.6336
"Clement Piper",419.68176,740.0602
"Norbert Vance",392.9988,792.6805
"Hugh Clifton",1563.4188,123.99764
"Saranella",1483.766,-512.4966
"Bors",1883.94,-305.70132
"Timoth",1926.0077,-244.33574
"Morra",1882.4727,-191.59381
"Mellei",1864.3151,-128.59053
"Cedra",1817.0529,-242.18523
"Belandra",1824.2773,-364.63638
"Franklyn Fowler",1792.2255,-436.385
"Ben Beesbury",1624.6211,-661.3066
"Hugh Grandison",1664.2499,-586.48444
"Nymella Toland",1447.8986,-129.58105
"Elia Sand",1578.2096,-322.6117
"Obella Sand",1592.276,-380.0377
"Jeyne Fowler",1733.2314,-305.55264
"Jennelyn Fowler",1713.3605,-379.09177
"Frynne",1700.0814,-455.08856
"Kedry",1511.0083,-1177.5745
"Artys I Arryn",1855.4989,-790.6983
"Griffin King",1806.1907,-911.93756
"Terrance Lynderly",-74.877014,-515.76166
"Gyles Grafton",-126.785416,-479.21512
"Ossy",-18.673664,-586.29083
"Carrot",-80.261856,-578.6353
"Byron the Beautiful",1190.3856,391.6
"Morgarth",1219.1157,324.19113
"Jasper Arryn",-700.5592,-52.402756
"Alys Arryn",-509.88303,-109.09857
"Elys Waynwood",-615.6188,25.88882
"Jasper Waynwood",-631.62415,-37.27289
"Moelle",1208.5258,160.17299
"Aglantine",1523.5079,-2.1596708
"Melicent",1524.016,-65.195335
"Ser Morghil",-481.8272,-1944.9302
"Theodan Wells",1455.5934,198.44388
"Unella",1307.9454,411.0732
"Scolera",1483.5022,345.324
"Jate",1594.2144,908.3549
"Malora Hightower",-30.6979,-1167.1052
"Gunthor Hightower",-260.5339,-1053.9559
"Garth Hightower",23.396143,-1224.6025
"Humfrey Hightower",32.11361,-1164.8326
"Lorcas",-623.5116,-1386.8862
"Theobald",-462.91617,-1639.5835
"Norren",-534.49695,-1598.784
"Bump",-1743.3696,-871.1582
"Haggon",-1604.636,-1108.032
"Thistle",-1748.523,-959.1334
"Mother Mole",-1563.7887,-1183.949
"Borroq",-1559.6759,-894.77734
"Briar",-1695.1221,-1010.9178
"Grisella",-1663.5977,-1075.4668
"Meha",-1789.747,-757.90375
"Runceford Redwyne",71.16379,-1101.5778
"Stalwart Shield",1483.9055,-1329.888
"Reznak mo Reznak",946.4972,-1371.0387
"Skahaz mo Kandaq",950.5281,-1303.7274
"Galazza Galare",1005.47327,-1340.5933
"Hizdahr zo Loraq",814.80853,-1489.9481
"Grazdan zo Galare",887.1363,-1409.825
"Garse",-1299.2487,-1246.5896
"Godry Farring",-842.0537,-286.87067
"Lyanna Mormont",-1072.9945,184.60782
"Arnolf Karstark",-873.1839,244.66055
"Pytho Malanon",-76.65189,-1784.177
"Serra",-151.69154,-1771.3239
"Gerris Drinkwater",1214.9742,-1251.5453
"Willam Wells",1526.3623,-1238.5034
"Ynys Yronwood",1549.3702,-867.50665
"Gwyneth Yronwood",1571.6938,-1128.2052
"Archibald Yronwood",1207.9631,-1191.4767
"Richard Horpe",-1071.3163,-153.93512
"Justin Massey",-935.6039,-71.74309
"Jack Musgood",1722.5792,-956.10614
"Harmond Umber",1708.8627,-1029.2484
"Manly Stokeworth",-1147.6384,133.61787
"Jack Crabb",-654.96014,-796.641
"Rusty Flowers",-704.249,-770.70056
"Haldon",219.86583,-1158.757
"Rolly Duckfield",212.8251,-893.943
"Zekko",-173.7481,-1971.7524
"Motho",-208.47212,-1897.48
"Byron Swann",-1982.2014,-319.21503
"Aemond Targaryen",-1932.3121,-482.52484
"Lemore",392.35526,-961.7001
"Lord Caswell",50.00081,-1015.34546
"Harry Strickland",159.09288,-1264.5944
"Ysilla",310.92035,-1016.51587
"Godric Borrell",786.05536,385.32117
"Rolland Longthorpe",1799.6454,810.9168
"Alesandor Torrent",1836.1549,686.58954
"Triston Sunderland",1685.4575,600.78705
"Gella",1637.6771,674.2581
"Rhaegar Frey",-229.48186,515.2993
"Lord Borrell (father of Godric)",1608.5688,749.83673
"Marq Grafton",1528.1688,-154.78474
"Bearded Ben",-1508.7535,-402.97092
"Clayton Suggs",-905.5971,-35.10141
"Corliss Penny",-1021.6608,-100.994606
"Halleck",-824.3287,-913.6053
"Black Fist",1997.6245,144.32748
"Cetherys",1980.3126,70.47831
"Mossador",315.0469,-1882.7699
"Duran",-77.974434,-1986.1183
"Eladon Goldenhair",-1932.8854,9.656878
"Loyal Spear",-2000.1467,49.659958
"Marselen",805.03613,-1416.4799
"Rylona Rhee",703.80145,-1869.4868
"Khrazz",825.11084,-1632.6486
"Barsena Blackhair",901.0871,-1631.7053
"Camarron of the Count",945.0976,-1750.331
"Goghor the Giant",996.46454,-1527.2737
"Spotted Cat",1053.1592,-1531.9395
"Ithoke",1013.6039,-1713.8599
"Belaquo Bonebreaker",974.6413,-1593.1053
"Ben Bones",-848.0881,1099.3195
"Damon Dance-for-Me",-767.7686,1036.2324
"Grunt",-1061.4913,713.21735
"Sour Alyn",-914.5225,783.41797
"Skinner",-734.78613,987.0762
"Yellow Dick",-704.2707,1045.4423
"Leaf",-1150.9404,221.77296
"Yandry",237.80469,-992.9879
"Malaquo Maegyr",-266.40762,-1967.8835
"Nyessos Vhassar",-16.35345,-1818.4845
"Casso Mogat",-593.7245,-1478.452
"Mezzara Merreq",753.352,-1644.9598
"Rommo",946.38403,-1453.5215
"Mollono Yos Dob",1002.94855,-1423.7057
"Symon Stripeback",748.3351,-1464.6656
"Wick Whittlestick",-1170.4125,-1020.75696
"Harwood Fell",-882.061,-188.1824
"Hoarfrost Umber",-753.66125,1310.3419
"Marlon Manderly",-525.035,194.90437
"Theomore",-602.68805,201.45058
"Leona Woolfield",-576.86536,312.51547
"Wylla Manderly",-532.2564,258.76566
"Wynafryd Manderly",-470.1365,264.81827
"Dagon Codd",-1436.6875,974.491
"Adrack Humble",-1053.5105,1167.0111
"Rodrik Ryswell",-585.6192,1192.1183
"Roger Ryswell",-488.50937,1105.9539
"Rickard Ryswell",-659.61273,1286.198
"Ty",-995.7754,-775.0318
"Rory",-907.34546,-978.13354
"Butts",-1230.8289,-1256.8525
"Pisswater prince",1220.4694,-681.95013
"Qavo Nogarys",363.50232,-1110.4921
"Qezza Galare",879.169,-1494.1947
"Grazhar zo Galare",768.3066,-1569.1395
"Cleon the Second",1964.1763,-79.655365
"King Cutthroat",1971.0326,-349.418
"Queen Whore",1762.4438,-844.20087
"Myles Toyne",164.2681,-1043.4539
"Franklyn Flowers",187.45906,-1335.6879
"Marq Mandrake",-3.7716427,-1376.8604
"Black Balaq",216.50787,-1296.4921
"Gorys Edoryen",37.32941,-1323.601
"Lysono Maar",47.643456,-1461.1489
"Watkyn",-17.53343,-1441.1339
"Laswell Peake",114.88106,-1470.3206
"Bloodbeard",845.5877,-1551.4691
"Tattered Prince",1123.609,-1484.4432
"Tristan Rivers",66.68228,-1399.7823
"Dick Straw",1151.5239,-1367.9978
"Old Bill Bone",1298.4258,-1448.8502
"Myrio Myrakis",1236.9698,-1618.7448
"Caggo",1334.9681,-1328.9601
"Beans",1398.2806,-1358.897
"Yurkhaz zo Yunzak",582.8594,-1725.6531
"Yezzan zo Qaggaz",893.4357,-1157.8562
"Malazza",45.656258,-1986.4092
"Paezhar zo Myraq",210.03862,-1974.808
"Ghazdor zo Ahlaq",1076.1187,-1623.4603
"Morghaz zo Zherzyn",883.95746,-1765.766
"Beastmaster",288.55188,-1984.9835
"Gorzhak zo Eraz",22.501322,-1916.7013
"Faezhar zo Faez",920.7786,-1547.5182
"Charioteer",135.05562,-1994.6578
"Perfumed Hero",111.646065,-1920.4501
"Denzo D'han",1358.157,-1415.9688
"Meris",1119.6248,-1300.2512
"Hugh Hungerford",1101.7216,-1347.2285
"Lewis Lanster",1380.9066,-1279.9246
"Orson Stone",1150.7993,-1256.3215
"Will of the Woods",1174.5497,-1315.3462
"Lucifer Long",1115.6288,-1195.3243
"Webber",1075.7493,-1247.3611
"Barbrey Dustin",-483.18533,722.2087
"Cromm",-1488.7134,614.8853
"Dagon Greyjoy (Drunkard)",-1352.1062,783.5231
"Hagen the Horn",-1534.6736,722.95935
"Torgon Greyiron",1917.0209,160.63426
"Urrathon IV Goodbrother",1985.3053,230.61208
"Lorren Longaxe",-1588.7621,770.1063
"Six-Toed Harl",-1612.9208,618.64594
"Grimtongue",-1286.6556,530.1655
"unnamed Flint",-1683.4504,501.30692
"Rolfe the Dwarf",-1549.3376,652.951
"Roggon Rustbeard",-1239.1998,565.3607
"Droopeye Dale",-1617.0182,696.07495
"Morgan Liddle",-1154.2443,52.178154
"Widow of the waterfront",1113.0477,-864.0592
"Vogarro",1616.8057,-1031.1448
"widow's son",1013.2085,-854.89624
"Jace (Night's Watch)",-1246.4678,-848.2231
"Garth",-754.8846,-92.31189
"Therry",-840.64825,93.74378
"Bartimus",-775.8482,-4.562175
"Miklaz",701.05457,-1529.8064
"Kezmya Pahl",619.6881,-1580.2234
"Ezzara",1083.7877,-1426.1884
"Morgan",-946.4012,-918.00586
"Merrel",-879.03534,-923.6413
"Alf of Runnymudd",-1010.3643,-904.6132
"Harwood Stout",-565.5966,1027.22
"Will Short",-681.05615,1545.0553
"Bethany Bolton",-560.5409,1479.8231
"Roose Ryswell",-518.65875,1273.0583
"Luton",-758.4073,1118.4926
"Uthor",-532.4688,1559.8373
"Moqorro",-459.0541,1332.959
"Hop-Bean",275.3943,-1635.8969
"Ash",-1417.5581,191.58415
"Scales",-1397.9366,251.09271
"Black Knife",-1327.8439,252.44148
"Snowylocks",-1336.7318,184.64372
"Coals",-1373.5098,131.46269
"Tom Barleycorn",-893.9073,-1085.6687
"Duncan Liddle",-944.19446,-1020.84357
"Luke of Longtown",-835.48975,-1093.5084
"Leathers",-833.62305,-748.8232
"Jax",-814.94714,-1026.3918
"Wun Weg Wun Dar Wun",-737.5527,-835.75934
"Alysane Mormont",-941.1099,181.7538
"Medrick",-561.0885,1368.321
"Rhodry",-460.024,1547.6948
"Henly (maester)",-456.18134,1659.7812
"Lord Slate",-545.7906,1914.9797
"Walys Flowers",-1268.6694,126.62268
"Lord of Godsgrace",1460.4471,-180.99551
"Daenerys Targaryen (daughter of Aegon IV)",-440.43176,-1763.9733
"Myrtle",-1119.049,437.47263
"Holly",-1219.9071,370.5729
"Rowan",-1328.6437,363.9222
"Beron",-1237.9777,767.10443
"Old Lord Dustin",-788.7624,704.5366
"Artos Flint",-1112.1365,-195.59372
"Robin Peasebury",-1168.4612,-52.756714
"Lyra Mormont",-1089.2004,295.6852
"Jorelle Mormont",-1162.2085,288.12988
"Harys Cobb",-1371.3536,26.302498
"Willam Foxglove",-1287.6995,39.568058
"Donnel Flint",-1020.58765,-988.569
"Ginger Jack",1064.1017,-1163.7075
"Narbert Grandison",-622.4674,-620.95544
"Benethon Scales",-605.90735,-693.8871
"Brus Buckler",-584.00323,-582.91144
"Patrek of King's Mountain",-684.5028,-594.89545
"Dorden the Dour",-622.8988,-743.3629
"Malegorn of Redpool",-668.1117,-651.03455
"Lambert Whitewater",-623.67114,-544.5184
"Perkin Follard",-687.81165,-713.9429
"Tycho Nestoris",-852.1902,-86.78468
"Dannel",-1274.8125,-768.6443
"Cregan Karstark",-902.33606,277.1229
"Pynto",720.34717,1770.4304
"the night walker",-1594.7299,308.86572
"Nurse",867.4938,-1051.4156
"Zahrina",1272.9521,-1365.2013
"Sweets",1075.3674,-925.0152
"Hildy",115.79261,1464.7303
"Bethany Blackwood",-211.78563,1633.119
"Benjicot Blackwood",-280.15964,1640.8093
"Robert Blackwood",-139.59349,1669.0044
"Alyssa Blackwood",-162.76065,1797.0084
"Brynden Blackwood",-206.90541,1696.2743
"Hoster Blackwood",122.55833,1338.2416
"Barba Bracken",-712.97974,-1786.3665
"Melissa Blackwood",-759.10876,-1716.5559
"Harry Merrell",1440.2952,735.5182
"Gylo Rhegan",797.485,-1763.527
"Hero",997.9437,-1247.384
"Marghaz zo Loraq",1191.3833,-1120.7426
"Squirrel",-1351.877,414.4321
"Willow Witch-eye",-1152.0892,380.4843
"Frenya",-1192.6846,428.84058
"Maisie",-1982.1746,267.87283
"Jez",-1958.2755,350.95776
"Rodrik Sparr",-737.9955,1641.1294
"Tom Codd",-710.0316,1775.3774
"Daegon Shepherd",-776.8793,1728.8229
"Kerwin",-878.56024,1628.1266
"Burton Humble",-630.53876,1650.4598
"Longwater Pyke",-687.9344,1685.3428
"Scar",902.82007,-869.86127
"Morgo",959.1699,-910.5379
"old slave",960.2119,-993.25323
"Tybero Istarion",876.8939,-943.1324
"Kasporio",683.4182,-1085.4203
"Fulk the Flea",-1038.2804,-1066.1261
"Garrett Greenspear",-1105.2942,-1053.1721
"Left Hand Lew",-1089.9883,-976.1413
"Dryn",-1416.6241,-973.11475
"Soren Shieldbreaker",-1372.6483,-1025.9094
"Gerrick Kingsblood",-681.823,-885.01904
"Harle the Handsome",-792.8364,-167.11327
"Howd Wanderer",-1508.9612,-976.7173
"Brogg",-1465.2294,-1040.8276
"Devyn Sealskinner",-1498.4182,-859.1149
"Kyleg of the Wooden Ear",-1405.5773,-1283.6593
"Morna White Mask",-1637.1782,-737.6704
"Great Walrus",-1273.5667,-1135.3141
"Lord Dondarrion",1300.0269,-979.6817
"Books",1283.3679,-1523.7051
"Malo Jayn",103.322395,-1343.0541
"Brendel Byrne",147.13988,-1412.5618
"Armond Connington",489.13742,-908.1858
"Raymund Connington",509.39847,-1054.5367
"Alynne Connington",451.25473,-1046.8667
"Ronald Storm",558.9568,-1038.3402
"Dick Cole",69.544106,-1556.1116
"Lymond Pease",-4.1119175,-1534.5981
"Canty",-1709.6376,-660.1009
"Humfrey Clifton",-1478.01,105.23509
"Ormund Wylde",-1548.8794,115.60963
"Ned Woods",-1515.1655,170.87407
"Arthor Karstark",-1517.9044,53.348484
"Fingers",-1186.7544,504.4714
"Rook",-1138.016,522.4566
"Tom Tidewood",-611.6912,1732.8795
"Steffar Stammerer",-545.6123,1725.304
"Manfryd Merlyn",-646.803,1821.2466
"Plague face",420.4181,1858.6522
"Izembaro",40.300545,1992.0154
"Robert Strong",910.3538,425.1958
"Bokkoko",510.9356,-1755.2579
"Snatch",809.0685,-974.08264
"Kem",584.8204,-1122.8071
"Hammer",742.3684,-945.69366
"Kennet (Flea Bottom)",179.11046,-1784.0308
"Nail",809.65173,-906.1229
"Steelskin",681.10095,-1730.2109
"Shiera Seastar",-1318.2719,-1180.046
"Dhazzar",603.27185,-1646.8016
"Tumco Lho",1393.2164,-1123.7911
"Larraq",1352.5424,-1046.8246
"Red Lamb",1314.8428,-1124.263
"Draqaz",695.2052,-1597.9795
"Jezhene",676.20825,-1663.0636
"Gavin the Trader",-1433.3406,-742.82947
"Blind Doss",-1463.6501,-920.63715
"Ygon Oldfather",-1406.1696,-1093.2518
