Name;Named;PoV;AllegianceASOIAF;CultureASOIAF;RaceASOIAF;Source;AllegianceGoT;CultureGoT;AllegianceBoth;CultureBoth
Kyleg of the Wooden Ear;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Kym;TRUE;0;Citadel, House Tully;;;AWOIAF Wiki;;;Citadel, House Tully;
Kyra;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Kyra Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Kyrie;TRUE;0;Citadel, House Baratheon;Westerosi;;AWOIAF Wiki;;;Citadel, House Baratheon;Westerosi
Lacey;TRUE;0;;;;AWOIAF Wiki;;;;
Lady Farts-a-Lot;TRUE;0;;;;AWOIAF Wiki;;;;
Lady of the Leaves;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Lady Stork;TRUE;0;Gate;Braavosi;;AWOIAF Wiki;;;Gate;Braavosi
Laena Penrose;TRUE;0;House Penrose;Stormlander;;AWOIAF Wiki;;;House Penrose;Stormlander
Laena Velaryon;TRUE;0;House Velaryon, House Targaryen, Blacks;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon, House Targaryen, Blacks;Crownlander
Laena Velaryon (daughter of Alyn);TRUE;0;House Velaryon, House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon, House Targaryen;Crownlander
Laenor Velaryon;TRUE;0;House Velaryon, House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon, House Targaryen;Crownlander
Lambert Turnberry;TRUE;0;House Turnberry;Westermen;;AWOIAF Wiki;;;House Turnberry;Westermen
Lambert Weaf;TRUE;0;House Sarwyck;;;AWOIAF Wiki;;;House Sarwyck;
Lambert Whitewater;TRUE;0;House Baratheon, Queen's Men;;;AWOIAF Wiki;;;House Baratheon, Queen's Men;
Lamprey;TRUE;0;House Baratheon, House Sunglass;;;AWOIAF Wiki;;;House Baratheon, House Sunglass;
Lancel Lannister;TRUE;0;House Lannister, House Lannister, Warrior's Sons;Westermen;;AWOIAF Wiki;House Lannister, Sparrows, Faith Militant;Andal;House Lannister, House Lannister, Warrior's Sons;Westermen
Lancel I Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Lancel IV Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Lancel V Lannister;TRUE;0;;;;AWOIAF Wiki;;;;
Langley Woods;TRUE;0;;;;AWOIAF Wiki;;;;
Lann the Clever;TRUE;0;House Lannister;;First Men, Andal;AWOIAF Wiki;;;House Lannister;
Lanna (Happy Port);TRUE;0;Happy Port;Braavosi;;AWOIAF Wiki;;;Happy Port;Braavosi
Lanna (Peach);TRUE;0;Peach;Rivermen;;AWOIAF Wiki;;;Peach;Rivermen
Lanna Lannister;TRUE;0;House Lannister, House Jast;Westermen;;AWOIAF Wiki;;;House Lannister, House Jast;Westermen
Larence Snow;TRUE;0;House Hornwood, House Glover;Northmen;;AWOIAF Wiki;;;House Hornwood, House Glover;Northmen
Larissa Velaryon;TRUE;0;House Velaryon, House Tarth;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon, House Tarth;Crownlander
Lark the Sisterman;TRUE;0;Night's Watch, Others;Sistermen;;AWOIAF Wiki;;;Night's Watch, Others;Sistermen
Larra Blackmont;TRUE;0;House Blackmont;Dornish;;AWOIAF Wiki;;;House Blackmont;Dornish
Larra Rogare;TRUE;0;House Rogare, House Targaryen;Lyseni;Valyrian;AWOIAF Wiki;;;House Rogare, House Targaryen;Lyseni
Larraq;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Larys Strong;TRUE;0;House Strong, Greens;Rivermen;;AWOIAF Wiki;;;House Strong, Greens;Rivermen
Last hero;TRUE;0;;;;AWOIAF Wiki;;;;
Laswell Peake;TRUE;0;House Peake, Golden Company;Reach;;AWOIAF Wiki;;;House Peake, Golden Company;Reach
Laurent;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Layna;TRUE;0;;;;AWOIAF Wiki;;;;
Leaf;TRUE;0;Three-Eyed Raven;;Children of the forest;AWOIAF Wiki;Three-Eyed Raven;Children of the Forest;Three-Eyed Raven;Children of the Forest
Leana Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Leathers;TRUE;0;Mance Rayder, Night's Watch;Free Folk;;AWOIAF Wiki;;;Mance Rayder, Night's Watch;Free Folk
Lelia Lannister;TRUE;0;House Lannister, House Hoare;Westermen;;AWOIAF Wiki;;;House Lannister, House Hoare;Westermen
Lem;TRUE;0;Brotherhood Without Banners;;;AWOIAF Wiki;Brotherhood Without Banners;;Brotherhood Without Banners;
Lem (Standfast);TRUE;0;House Osgrey;Reach;;AWOIAF Wiki;;;House Osgrey;Reach
Lemore;TRUE;0;Faith of the Seven, House Targaryen;Westerosi;;AWOIAF Wiki;;;Faith of the Seven, House Targaryen;Westerosi
Lenn;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Lennocks;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Lenwood Tawney;TRUE;0;House Tawney;Ironborn;;AWOIAF Wiki;;;House Tawney;Ironborn
Lenyl;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Leo Blackbar;TRUE;0;House Blackbar;Reach;;AWOIAF Wiki;;;House Blackbar;Reach
Leo Costayne;TRUE;0;House Costayne;Reach;;AWOIAF Wiki;;;House Costayne;Reach
Leo Lefford;TRUE;0;House Lefford;Westermen;;AWOIAF Wiki;House Lefford, House Lannister;Andal;House Lefford;Westermen
Leo Tyrell (son of Gareth);TRUE;0;House Tyrell;Andal;;AWOIAF Wiki;;;House Tyrell;Andal
Leo Tyrell (son of Moryn);TRUE;0;House Tyrell, Citadel;Reach;;AWOIAF Wiki;;;House Tyrell, Citadel;Reach
Leo Tyrell (Longthorn);TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Leo Tyrell (son of Victor);TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Leobald Tallhart;TRUE;0;House Tallhart;Northmen;;AWOIAF Wiki;;;House Tallhart;Northmen
Leona Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Leona Woolfield;TRUE;0;House Woolfield, House Manderly;Northmen;;AWOIAF Wiki;;;House Woolfield, House Manderly;Northmen
Leonella Lefford;TRUE;0;House Lefford, House Frey;Westermen;;AWOIAF Wiki;;;House Lefford, House Frey;Westermen
Leonette Fossoway;TRUE;0;House Fossoway, House Tyrell;Reach;;AWOIAF Wiki;;;House Fossoway, House Tyrell;Reach
Leowyn Corbray;TRUE;0;House Corbray, Blacks;Valemen;;AWOIAF Wiki;;;House Corbray, Blacks;Valemen
Leslyn;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Leslyn Haigh;TRUE;0;House Haigh;Rivermen;;AWOIAF Wiki;;;House Haigh;Rivermen
Lester;TRUE;0;House Lannister;;;AWOIAF Wiki;;;House Lannister;
Lester Dabell;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Lester Morrigen;TRUE;0;House Morrigen;Stormlander;;AWOIAF Wiki;;;House Morrigen;Stormlander
Lew;TRUE;0;;;;AWOIAF Wiki;;;;
Left Hand Lew;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Long Lew;TRUE;0;House Tully;;;AWOIAF Wiki;;;House Tully;
Lewis Lanster;TRUE;0;Windblown;;;AWOIAF Wiki;;;Windblown;
Lewyn Martell;TRUE;0;House Martell, Kingsguard;Dornish;;AWOIAF Wiki;;;House Martell, Kingsguard;Dornish
Lewys the Fishwife;TRUE;0;House Baratheon, King's Men;;;AWOIAF Wiki;;;House Baratheon, King's Men;
Lewys Lydden;TRUE;0;House Lydden;Westermen;;AWOIAF Wiki;;;House Lydden;Westermen
Lewys Piper;TRUE;0;House Piper;Rivermen;;AWOIAF Wiki;;;House Piper;Rivermen
Leygood (father of Lucas);TRUE;0;House Leygood, Greens, Caltrops;Reach;;AWOIAF Wiki;;;House Leygood, Greens, Caltrops;Reach
Leyla Hightower;TRUE;0;House Hightower, House Cupps;Reach;;AWOIAF Wiki;;;House Hightower, House Cupps;Reach
Leyton Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Lharys;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Lia Serry;TRUE;0;House Serry, House Tyrell;Reach;;AWOIAF Wiki;;;House Serry, House Tyrell;Reach
Liane Vance;TRUE;0;House Vance;Rivermen;;AWOIAF Wiki;;;House Vance;Rivermen
Lianna Velaryon;TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Lily;TRUE;0;Faith of the Seven;Crownlander;;AWOIAF Wiki;;;Faith of the Seven;Crownlander
Liomond Lashare;TRUE;0;Band of Nine;;;AWOIAF Wiki;;;Band of Nine;
Lister;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Little Lord Lazyeye;TRUE;0;;;;AWOIAF Wiki;;;;
Lo Bu;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Lo Doq;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Lo Han;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Lo Tho;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Lodos;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Lodos the Twice-Drowned;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Lollys Stokeworth;TRUE;0;House Stokeworth;Crownlander;;AWOIAF Wiki;House Stokeworth;Andal;House Stokeworth;Crownlander
Lomas Estermont;TRUE;0;House Estermont;Stormlander;;AWOIAF Wiki;;;House Estermont;Stormlander
Lomas Longstrider;TRUE;0;;;;AWOIAF Wiki;;;;
Lommy Greenhands;TRUE;0;;Westerosi;;AWOIAF Wiki;Night's Watch;Andal;Night's Watch;Westerosi
Lomys;TRUE;0;Citadel, House Tyrell;;;AWOIAF Wiki;;;Citadel, House Tyrell;
Longwater Pyke;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Longwaters;TRUE;0;House Longwaters;Crownlander;;AWOIAF Wiki;;;House Longwaters;Crownlander
Lonnel Snow;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Loras Tyrell;TRUE;0;House Tyrell, Rainbow Guard, Kingsguard;Reach;;AWOIAF Wiki;House Tyrell, House Baratheon, Kingsguard, House Baratheon, Faith Militant;Andal;House Tyrell, Rainbow Guard, Kingsguard;Reach
Lorcas;TRUE;0;Citadel;Reach;;AWOIAF Wiki;;;Citadel;Reach
Lorcas the Learned;TRUE;0;Poor Fellows;Westerosi;;AWOIAF Wiki;;;Poor Fellows;Westerosi
Lord of Bones;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Lord Penrose;TRUE;0;House Penrose;Stormlander;;AWOIAF Wiki;;;House Penrose;Stormlander
Lord Pigface;TRUE;0;;;;AWOIAF Wiki;;;;
Lordling;TRUE;0;Faceless Men;Braavosi;;AWOIAF Wiki;;;Faceless Men;Braavosi
Loren I Lannister;TRUE;0;;;;AWOIAF Wiki;;;;
Lorence Roxton;TRUE;0;House Roxton, Kingsguard;Reach;;AWOIAF Wiki;;;House Roxton, Kingsguard;Reach
Lorent Caswell;TRUE;0;House Caswell;Reach;;AWOIAF Wiki;;;House Caswell;Reach
Lorent Grandison;TRUE;0;House Grandison;Stormlander;;AWOIAF Wiki;;;House Grandison;Stormlander
Lorent Lorch;TRUE;0;House Lorch;Westermen;;AWOIAF Wiki;;;House Lorch;Westermen
Lorent Marbrand;TRUE;0;House Marbrand, Kingsguard, Queensguard, Blacks;Westermen;;AWOIAF Wiki;;;House Marbrand, Kingsguard, Queensguard, Blacks;Westermen
Lorent Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Lorent Tyrell (steward);TRUE;0;House Tyrell, House Gardener;Reach;;AWOIAF Wiki;;;House Tyrell, House Gardener;Reach
Loreon Lannister;TRUE;0;;;;AWOIAF Wiki;;;;
Loreon I Lannister;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Loreon II Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Loreon III Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Loreon IV Lannister;TRUE;0;;Westermen;;AWOIAF Wiki;;;;Westermen
Loreon V Lannister;TRUE;0;;;;AWOIAF Wiki;;;;
Loreth Lansdale;TRUE;0;Queensguard, Blacks;Westerosi;;AWOIAF Wiki;;;Queensguard, Blacks;Westerosi
Loreza Sand;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Lorimar Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Lorimas Mudd;TRUE;0;Golden Company;;;AWOIAF Wiki;;;Golden Company;
Lorimer the Belly;TRUE;0;House Lefford;;;AWOIAF Wiki;;;House Lefford;
Lormelle Long Lance;TRUE;0;;;;AWOIAF Wiki;;;;
Loron Greyjoy (lord);TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Loron Greyjoy;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Lorra Royce;TRUE;0;House Royce, House Stark;;;AWOIAF Wiki;;;House Royce, House Stark;
Black Lorren;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;House Greyjoy;Ironborn;House Greyjoy;Ironborn
Lorren Longaxe;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Loso;TRUE;0;;Dothraki;Dothraki;AWOIAF Wiki;;;;Dothraki
Lothar;TRUE;0;Citadel, House Butterwell;;;AWOIAF Wiki;;;Citadel, House Butterwell;
Lothar Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Lothar Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;House Frey;Andal;House Frey;Rivermen
Lothar Mallery;TRUE;0;House Mallery;Crownlander;;AWOIAF Wiki;;;House Mallery;Crownlander
Lotho Lornel;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Lotho Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Lothor Brune;TRUE;0;House Brune, House Baelish, House Arryn;Crownlander;;AWOIAF Wiki;;;House Brune, House Baelish, House Arryn;Crownlander
Lothor Burley;TRUE;0;House Burley, Night's Watch;Mountain Clans;;AWOIAF Wiki;;;House Burley, Night's Watch;Mountain Clans
Loyal Spear;TRUE;0;Unsullied, House Targaryen;;;AWOIAF Wiki;;;Unsullied, House Targaryen;
Lucamore Strong;TRUE;0;House Strong, Kingsguard, Night's Watch;Rivermen;;AWOIAF Wiki;;;House Strong, Kingsguard, Night's Watch;Rivermen
Lucan;TRUE;0;House Whent, House Lannister;Rivermen;;AWOIAF Wiki;;;House Whent, House Lannister;Rivermen
Lucan (Grand Maester);TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Lucantine Woodwright;TRUE;0;House Woodwright;Reach;;AWOIAF Wiki;;;House Woodwright;Reach
Lucas Blackwood;TRUE;0;House Blackwood;Rivermen;;AWOIAF Wiki;;;House Blackwood;Rivermen
Lucas Codd;TRUE;0;House Codd;Ironborn;;AWOIAF Wiki;;;House Codd;Ironborn
Lucas Corbray;TRUE;0;House Corbray;Valemen;;AWOIAF Wiki;;;House Corbray;Valemen
Lucas Harroway;TRUE;0;House Harroway, House Targaryen;Rivermen;;AWOIAF Wiki;;;House Harroway, House Targaryen;Rivermen
Lucas Inchfield;TRUE;0;House Inchfield, House Webber;Reach;;AWOIAF Wiki;;;House Inchfield, House Webber;Reach
Lucas Leygood;TRUE;0;House Leygood, City Watch of King's Landing;Reach;;AWOIAF Wiki;;;House Leygood, City Watch of King's Landing;Reach
Lucas Lothston (husband of Falena);TRUE;0;House Lothston;Rivermen;;AWOIAF Wiki;;;House Lothston;Rivermen
Lucas Lothston (father of Manfryd);TRUE;0;House Lothston;Rivermen;;AWOIAF Wiki;;;House Lothston;Rivermen
Lucas Nayland;TRUE;0;House Nayland;Rivermen;;AWOIAF Wiki;;;House Nayland;Rivermen
Lucas Roote;TRUE;0;House Roote;Rivermen;;AWOIAF Wiki;;;House Roote;Rivermen
Lucas Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Luceon Frey;TRUE;0;House Frey, Faith of the Seven, Most Devout;Rivermen;;AWOIAF Wiki;;;House Frey, Faith of the Seven, Most Devout;Rivermen
Luceon of Tarth;TRUE;0;;Stormlander;;AWOIAF Wiki;;;;Stormlander
Luceon Templeton;TRUE;0;House Templeton;Andal;Andal;AWOIAF Wiki;;;House Templeton;Andal
Lucerys Velaryon;TRUE;0;House Velaryon, House Targaryen, Blacks;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon, House Targaryen, Blacks;Crownlander
Lucerys Velaryon (master of ships);TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Lucias Vypren;TRUE;0;House Vypren;Rivermen;;AWOIAF Wiki;;;House Vypren;Rivermen
Lucifer Dryland;TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Lucifer Hardy;TRUE;0;House Hardy;Crownlander;;AWOIAF Wiki;;;House Hardy;Crownlander
Lucifer Justman;TRUE;0;House Justman;;;AWOIAF Wiki;;;House Justman;
Lucifer Long;TRUE;0;Windblown;;;AWOIAF Wiki;;;Windblown;
Lucifer Massey;TRUE;0;House Massey, House Targaryen;Crownlander;;AWOIAF Wiki;;;House Massey, House Targaryen;Crownlander
Lucimore Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Lucinda Broome;TRUE;0;House Broome, House Tully;Westermen;;AWOIAF Wiki;;;House Broome, House Tully;Westermen
Lucinda Penrose;TRUE;0;House Penrose, Faith of the Seven;Stormlander;;AWOIAF Wiki;;;House Penrose, Faith of the Seven;Stormlander
Lucion Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Luco Prestayn;TRUE;0;House Prestayn;Braavosi;;AWOIAF Wiki;;;House Prestayn;Braavosi
Lucos;TRUE;0;Faith of the Seven, House Royce;;;AWOIAF Wiki;;;Faith of the Seven, House Royce;
Lucos Chyttering;TRUE;0;House Chyttering;Crownlander;;AWOIAF Wiki;;;House Chyttering;Crownlander
Ludviga Lugus;TRUE;0;;;;AWOIAF Wiki;;;;
Luisa Clegane;TRUE;0;;;;AWOIAF Wiki;;;;
Likely Luke;TRUE;0;Brotherhood Without Banners;Rivermen;;AWOIAF Wiki;;;Brotherhood Without Banners;Rivermen
Luke of Longtown;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Lum;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Luthor Largent;TRUE;0;House Largent, City Watch of King's Landing, Greens, Blacks;Crownlander;;AWOIAF Wiki;;;House Largent, City Watch of King's Landing, Greens, Blacks;Crownlander
Luthor Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Luthor Tyrell (son of Moryn);TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Luthor Tyrell (son of Theodore);TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Luton;TRUE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Luwin;TRUE;0;Citadel, House Stark;Westerosi;;AWOIAF Wiki;Citadel, House Stark, House Greyjoy;;Citadel, House Stark;Westerosi
Lyanna Mormont;TRUE;0;House Mormont;Northmen;;AWOIAF Wiki;House Mormont, House Stark;Northmen;House Mormont;Northmen
Lyanna Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;House Stark, House Targaryen;Northmen;House Stark;Northmen
Lyanna Stark (daughter of Cregan);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Lyanne Glover;TRUE;0;House Glover, House Stark;Northmen;;AWOIAF Wiki;;;House Glover, House Stark;Northmen
Lyarra Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Lyessa Flint;TRUE;0;House Flint;Northmen;;AWOIAF Wiki;;;House Flint;Northmen
Lyle Bracken;TRUE;0;House Bracken, Faith of the Seven, Warrior's Sons;Rivermen;;AWOIAF Wiki;;;House Bracken, Faith of the Seven, Warrior's Sons;Rivermen
Lyle Crakehall;TRUE;0;House Crakehall;Westermen;;AWOIAF Wiki;;;House Crakehall;Westermen
Lyman Beesbury;TRUE;0;House Beesbury, Blacks;Reach;;AWOIAF Wiki;;;House Beesbury, Blacks;Reach
Lyman (Archmaester);TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Lyman Darry;TRUE;0;House Darry;Rivermen;;AWOIAF Wiki;;;House Darry;Rivermen
Lyman Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Lymond Fisher;TRUE;0;House Fisher;Rivermen;;AWOIAF Wiki;;;House Fisher;Rivermen
Lymond Goodbrook;TRUE;0;House Goodbrook;Rivermen;;AWOIAF Wiki;;;House Goodbrook;Rivermen
Lymond Hightower;TRUE;0;House Hightower;First Men;;AWOIAF Wiki;;;House Hightower;First Men
Lymond Lychester;TRUE;0;House Lychester;Rivermen;;AWOIAF Wiki;;;House Lychester;Rivermen
Lymond Lynderly;TRUE;0;House Lynderly;Valemen;;AWOIAF Wiki;;;House Lynderly;Valemen
Lymond Mallister;TRUE;0;House Mallister;Rivermen;;AWOIAF Wiki;;;House Mallister;Rivermen
Lymond Pease;TRUE;0;Golden Company;;;AWOIAF Wiki;;;Golden Company;
Lymond Vikary;TRUE;0;House Vikary;Westermen;;AWOIAF Wiki;;;House Vikary;Westermen
Lyn Corbray;TRUE;0;House Corbray, Lords Declarant;Valemen;;AWOIAF Wiki;;;House Corbray, Lords Declarant;Valemen
Lynara Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Lync;TRUE;0;Night's Watch;Crownlander;;AWOIAF Wiki;;;Night's Watch;Crownlander
Lynesse Hightower;TRUE;0;House Hightower, House Mormont;Reach;;AWOIAF Wiki;;;House Hightower, House Mormont;Reach
Lynora Hill;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Lyonce;TRUE;0;Citadel, House Targaryen;;;AWOIAF Wiki;;;Citadel, House Targaryen;
Lyonel;TRUE;0;;;;AWOIAF Wiki;;;;
Lyonel Baratheon;TRUE;0;House Baratheon;Stormlander;;AWOIAF Wiki;;;House Baratheon;Stormlander
Lyonel Bentley;TRUE;0;Queensguard, Blacks;;;AWOIAF Wiki;;;Queensguard, Blacks;
Lyonel Corbray;TRUE;0;House Corbray;Valemen;;AWOIAF Wiki;;;House Corbray;Valemen
Lyonel Deddings;TRUE;0;House Deddings, Blacks;Rivermen;;AWOIAF Wiki;;;House Deddings, Blacks;Rivermen
Lyonel Frey;TRUE;0;House Frey;Westermen;;AWOIAF Wiki;;;House Frey;Westermen
Lyonel Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Lyonel Lorch;TRUE;0;House Lorch, Faith Militant;Westermen;;AWOIAF Wiki;;;House Lorch, Faith Militant;Westermen
Lyonel Selmy;TRUE;0;House Selmy;Marcher;;AWOIAF Wiki;;;House Selmy;Marcher
Lyonel Strong;TRUE;0;House Strong;Rivermen;;AWOIAF Wiki;;;House Strong;Rivermen
Lyonel Tyrell (lord);TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Lyonel Tyrell (son of Leo);TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Lyra;TRUE;0;Faith of the Seven, House Targaryen;;;AWOIAF Wiki;;;Faith of the Seven, House Targaryen;
Lyra Hayford;TRUE;0;House Hayford;Crownlander;;AWOIAF Wiki;;;House Hayford;Crownlander
Lyra Mormont;TRUE;0;House Mormont;Northmen;;AWOIAF Wiki;;;House Mormont;Northmen
Lysa Arryn;TRUE;0;House Tully, House Arryn, House Baelish;Rivermen;;AWOIAF Wiki;House Tully, House Arryn, House Baelish;Andal;House Tully, House Arryn, House Baelish;Rivermen
Lysa Farman;TRUE;0;House Farman, House Greyjoy, House Goodbrother;Westermen;;AWOIAF Wiki;;;House Farman, House Greyjoy, House Goodbrother;Westermen
Lysa Locke;TRUE;0;House Locke, House Stark;Northmen;;AWOIAF Wiki;;;House Locke, House Stark;Northmen
Lysa Meadows;TRUE;0;House Meadows, House Tyrell;Reach;;AWOIAF Wiki;;;House Meadows, House Tyrell;Reach
Lysandro Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Lysara Karstark;TRUE;0;House Karstark, House Stark;Northmen;;AWOIAF Wiki;;;House Karstark, House Stark;Northmen
Lysara Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Lysaro Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Lysono Maar;TRUE;0;Golden Company;Lyseni;Valyrian;AWOIAF Wiki;;;Golden Company;Lyseni
Lythene Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Mace Baratheon;TRUE;0;;;;AWOIAF Wiki;;;;
Mace Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;House Tyrell, House Targaryen, House Baratheon, Storm's End;Andal;House Tyrell;Reach
Mad Axe;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Mad Huntsman;TRUE;0;Brotherhood Without Banners;Rivermen;;AWOIAF Wiki;;;Brotherhood Without Banners;Rivermen
Maddy;TRUE;0;House Arryn;;;AWOIAF Wiki;;;House Arryn;
Maege Mormont;TRUE;0;House Mormont;Northmen;;AWOIAF Wiki;;;House Mormont;Northmen
Maegelle Frey;TRUE;0;House Frey, House Vance;Rivermen;;AWOIAF Wiki;;;House Frey, House Vance;Rivermen
Maegelle Targaryen;TRUE;0;House Targaryen, Faith of the Seven;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen, Faith of the Seven;Crownlander
Maegon Targaryen;TRUE;0;House Targaryen;Valyrian;Valyrian;AWOIAF Wiki;;;House Targaryen;Valyrian
Maegor I Targaryen;TRUE;0;;Crownlander;Valyrian;AWOIAF Wiki;;;;Crownlander
Maegor Targaryen;TRUE;0;;;;AWOIAF Wiki;;;;
Maegor Towers;TRUE;0;House Towers;Rivermen;;AWOIAF Wiki;;;House Towers;Rivermen
Maekar I Targaryen;TRUE;0;;;;AWOIAF Wiki;;;;
Maelor Targaryen;TRUE;0;House Targaryen, Greens;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen, Greens;Crownlander
Maelys Blackfyre;TRUE;0;House Blackfyre, Golden Company, Band of Nine;Free Cities;Valyrian;AWOIAF Wiki;;;House Blackfyre, Golden Company, Band of Nine;Free Cities
Goodwife Maerie;TRUE;0;;;;AWOIAF Wiki;;;;
Maerie the Whore;TRUE;0;;;;AWOIAF Wiki;;;;
